0,1
22,0.46244943141937256
32o,0.6456175496180853
32s,0.6077609658241272
33,0.45391063888867694
42o,0.6440322548151016
42s,0.6063400655984879
43o,0.6292714327573776
43s,0.5924856215715408
44,0.4457082351048787
52o,0.6735076242023044
52s,0.6332253813743591
53o,0.6570089128282335
53s,0.617828369140625
54o,0.6405732896592882
54s,0.602494478225708
55,0.30510060985883075
62o,0.6215467602014542
62s,0.5848288387060165
63o,0.6086486329634985
63s,0.5727711021900177
64o,0.5958135922749838
64s,0.5607764422893524
65o,0.6371084517902799
65s,0.601353108882904
66,0.29678666591644287
72o,0.632387712597847
72s,0.5950108617544174
73o,0.6194895952939987
73s,0.5829531252384186
74o,0.606654534737269
74s,0.5709584653377533
75o,0.6479259663157992
75s,0.6114990909894308
76o,0.5490152488152186
76s,0.5177135467529297
77,0.2909979671239853
82o,0.6285859594742457
82s,0.5914545506238937
83o,0.6308224151531855
83s,0.593591719865799
84o,0.6179873744646708
84s,0.5815970599651337
85o,0.6622427370813158
85s,0.6248800754547119
86o,0.5580567220846812
86s,0.5261619687080383
87o,0.543609231710434
87s,0.5125156044960022
88,0.28560904661814374
92o,0.6281269242366155
92s,0.5910121500492096
93o,0.6268645922342936
93s,0.5898959785699844
94o,0.629164124528567
94s,0.5920963883399963
95o,0.6766849425103929
95s,0.6383656064669291
96o,0.5673707723617554
96s,0.5348645895719528
97o,0.5529232968886694
97s,0.5212181955575943
98o,0.5386020839214325
98s,0.5076938718557358
99,0.280619278550148
A2o,0.3983891010284424
A2s,0.3770466521382332
A3o,0.394477700193723
A3s,0.373546838760376
A4o,0.39056630432605743
A4s,0.37004702538251877
A5o,0.24049182567331526
A5s,0.22996131082375845
A6o,0.36351123948891956
A6s,0.3454482927918434
A7o,0.3604884073138237
A7s,0.3426399528980255
A8o,0.3605008199810982
A8s,0.3426399528980255
A9o,0.36344247311353683
A9s,0.3453657999634743
AA,0.127119659135739
AJo,0.3182048872113228
AJs,0.3035765066742897
AKo,0.3247361481189728
AKs,0.3093321844935417
AQo,0.3214705139398575
AQs,0.3064543381333351
ATo,0.2264366861846712
ATs,0.2188532700141271
J2o,0.40001702308654785
J2s,0.3790040984749794
J3o,0.3961056247353554
J3s,0.3755042850971222
J4o,0.3921942263841629
J4s,0.372004471719265
J5o,0.23142918282084995
J5s,0.22196389734745026
J6o,0.3559054061770439
J6s,0.3386773020029068
J7o,0.3467896282672882
J7s,0.33003120869398117
J8o,0.33767396956682205
J8s,0.32138510048389435
J9o,0.3286212608218193
J9s,0.31279798597097397
JJ,0.12124278396368027
JTo,0.22154412335819668
JTs,0.21420728663603464
K2o,0.4071941946943601
K2s,0.3853817731142044
K3o,0.4032827938596408
K3s,0.3818819522857666
K4o,0.399371400475502
K4s,0.3783821314573288
K5o,0.23944930401113299
K5s,0.2291234483321508
K6o,0.36058185001214343
K6s,0.3427223041653633
K7o,0.36016545941432315
K7s,0.3423289656639099
K8o,0.36310725410779315
K8s,0.3450549617409706
K9o,0.3540545403957367
K9s,0.33646785467863083
KJo,0.3106165677309036
KJs,0.29641611874103546
KK,0.1271196541686853
KQo,0.3138822019100189
KQs,0.29929396510124207
KTo,0.2274792061911689
KTs,0.21969113250573477
Q2o,0.4036056026816368
Q2s,0.3821929469704628
Q3o,0.39969421178102493
Q3s,0.3786931186914444
Q4o,0.39578281839688617
Q4s,0.3751933053135872
Q5o,0.2354392409324646
Q5s,0.2255436728398005
Q6o,0.35699326545000076
Q6s,0.3395334556698799
Q7o,0.359506256878376
Q7s,0.341866135597229
Q8o,0.35039062052965164
Q8s,0.3332200348377228
Q9o,0.3413379043340683
Q9s,0.3246329128742218
QJo,0.29976263145605725
QJs,0.286377876996994
QQ,0.12418122217059135
QTo,0.2245116647746828
QTs,0.2169492095708847
T2o,0.33722756968604195
T2s,0.3204670548439026
T3o,0.3363762100537618
T3s,0.31977324684460956
T4o,0.33252642883194816
T4s,0.3163198033968608
T5o,0.015551977857415165
T5s,0.02166554518043995
T6o,0.2213792403539022
T6s,0.2121973286072413
T7o,0.22243811024559867
T7s,0.21303518116474152
T8o,0.22292874422338274
T8s,0.21335308253765106
T9o,0.2199832002321879
T9s,0.21049903333187103
TT,0.05519054954250654
